Number;Storage;Name;Est.;Country;Type;ABV;Vol;Date
223;Chonky brown;Brasseurs Savoyards Brune;;FR;brown;7;330;27/08/2018
236;Chonky brown;Brasseurs Savoyards Genepi;;FR;wormwood beer;5;330;15/09/2018
240;Chonky brown;Brasseurs Savoyards Blanche;;FR;wheat beer;5;330;23/09/2018
241;Chonky brown;Brasseurs Savoyards Myrtille;;FR;myrtille beer;5;330;24/09/2018
272;Chonky brown;Colomba Blanche;;FR;wheat beer;5;330;20/01/2019
437;Chonky brown;Colomba Rosée;;FR;flavoured;4.5;330;01/01/2020
1049;Chonky brown;Malt Capone;;CH;white choco stout;7;330;27/01/2023
1050;Chonky brown;bdl;;CH;beer;5.5;330;27/01/2023
1042;Chonky brown;Gallia;1890;FR;blonde unfiltered;5.8;750;24/01/2023
;Chonky brown;Cardinal;1788;CH;lager;4.8;330;01/04/2015
1175;Chonky brown;Cardinal;1788;CH;lager;4.8;330;08/06/2023
275;Chonky brown;G de Goudale;;FR;beer;7.9;330;06/02/2019
276;Chonky brown;La Goudale IPA;;FR;IPA;5;330;08/02/2019
277;Chonky brown;La Goudale Ambrée;;FR;amber;7.2;330;10/02/2019
;Chonky brown;La Goudale;;FR;abbey;6;750;25/11/2016
173;Chonky brown;La Goudale Ambrée;;FR;amber;7.2;750;08/04/2018
879;Chonky brown;Kurt;;CH;APA;4.5;330;09/08/2022
1331;Chonky brown;Dude;;CH;IPA;7.1;330;27/11/2023
312;Chonky brown;Petrolette;;FR;blonde;5;330;23/04/2019
942;Chonky brown;Super Moine;;FR;amber;5;330;21/10/2022
311;Chonky brown;La Bière du Demon;;FR;beer;12;330;22/04/2019
941;Chonky brown;Valaisanne Lager;;CH;lager;4.8;330;19/10/2022
297;Chonky brown;Abbaye de St. Bertin;1845;FR;abbey;6.2;250;23/03/2019
292;Chonky brown;Waldbergem;;FR;;6.2;250;06/03/2019
330;Chonky brown;La Bête;;FR;beer;8;330;19/06/2019
331;Chonky brown;La Bête Blanche;;FR;white;5.2;330;19/06/2019
333;Chonky brown;Brasserie Gessienne Ambrée Triple;;FR;amber;7;330;22/06/2019
340;Chonky brown;Brasserie Gessienne Blonde;;FR;blonde;6;330;06/07/2019
365;Chonky brown;Lasoraptor;;CH;Imperial IPA;12;330;22/08/2019
325;Chonky brown;Dr. Gab's;2001;CH;tripel;8;330;24/05/2019
188;Chonky brown;Abbatiale;;FR;tripel;7;330;01/06/2018
351;Chonky brown;Feldschlosschen;1876;CH;beer;4.8;250;02/08/2019
;Chonky brown;Feldschlosschen Dunkle;1876;CH;Dunkel;5.5;330;30/05/2015
1046;Chonky brown;Feldschlosschen;1876;CH;beer;4.8;330;24/01/2023
352;Chonky brown;Boxer Edition;;CH;brown;5.2;330;02/08/2019
423;Chonky brown;Boxer Edition;;CH;American Zwickel;5.2;330;16/12/2019
424;Chonky brown;Calvinus Blanche;;CH;wheat;5.2;330;16/12/2019
425;Chonky brown;Calvinus Blonde;;CH;blonde;5.2;330;17/12/2019
367;Chonky brown;Abbaye de Vauclair Imperiale;;FR;blonde;7.5;750;30/08/2019
373;Chonky brown;Abbaye de Vauclair;;FR;blonde;6.5;750;12/09/2019
581;Chonky brown;Abbaye de Vauclair Imperiale;;FR;blonde;7.5;750;11/12/2020
857;Chonky brown;La Charnue IPA;;FR;IPA;5.5;330;01/07/2022
862;Chonky brown;La Charnue Blonde;;FR;blonde;6.8;330;01/07/2022
678;Chonky brown;La Charnue tripel;;FR;tripel;8;330;16/08/2021
679;Chonky brown;La Charnue;;FR;blonde;6.8;750;18/08/2021
676;Chonky brown;Bleu Métal;;FR;blonde;6.5;330;15/08/2021
681;Chonky brown;La Baguette;;FR;blonde;5.6;750;23/08/2021
1316;Chonky brown;La Baguette Ambrée;;FR;aber;4.5;330;28/10/2023
222;Chonky brown;3 Monts;;FR;beer;8.5;750;26/08/2018
460;Chonky brown;Sainte Etienne;;FR;lager;5;750;11/02/2020
295;Chonky brown;Bière de Garde;1926;FR;beer;6;750;21/03/2019
249;Chonky brown;Ch'ti Triple;;FR;tripel;8.3;750;19/10/2018
187;Chonky brown;Ch’ti Ambrée;;FR;amber;5.9;750;28/05/2018
291;Chonky brown;Ch'ti Blonde;;FR;blonde;6.4;750;
1043;Chonky brown;Ch'ti Blonde;;FR;blonde;6.8;330;24/01/2023
729;Chonky brown;Bredon;;FR;champagne;12.5;750;19/10/2021
677;Chonky brown;Triple Abbé;;FR;tripel;9;330;15/08/2021
996;Chonky brown;Aerofab Rafale;;FR;NEIPA;6.5;440;03/12/2022
854;Chonky brown;La Brasserie du Mont Saleve IPA;;FR;IPA;6.7;330;27/06/2022
859;Chonky brown;Bellerose;;FR;blonde;6.5;330;01/07/2022
426;Chonky brown;Gran Alpin;;CH;amber;5;330;18/12/2019
181;White;Chimay 2018;;BE;trappist;9;330;
1222;White;Chimay 2023;;BE;trappist;9;330;05/08/2023
853;White;Chimay Blonde Forte;;BE;blonde;10;330;03/06/2022
189;White;Chimay Brune;;BE;trappist;7;330;02/06/2018
328;White;Chimay Blonde Dorée;;BE;trappist;4.8;330;14/06/2019
427;White;Chimay Triple;;BE;trappist;8;330;19/12/2019
214;White;La Trappe Quadrupel;;NL;trappist;10;330;06/08/2018
257;White;La Trappe Dubbel;;NL;trappist;7;330;28/11/2018
471;White;La Trappe Bockbier;;NL;trappist;7;330;23/02/2020
281;White;La Trappe Isid'or;;NL;trappist;7.5;330;15/02/2019
287;White;La Trappe Blond;;NL;trappist;6.5;330;16/02/2019
288;White;La Trappe Witte Trappist;;NL;trappist;5.5;330;18/02/2019
865;White;La Trappe / Brewdog Practise What You Preach;;NL;trappist;10;330;07/07/2022
890;White;La Trappe Puur;;NL;trappist;4.7;330;02/09/2022
1384;White;La Trapper Tripel;;NL;trappist;8.6;750;12/02/2024
665;White;Westmalle;;BE;trappist;4.8;330;05/07/2021
;White;Westmalle;;BE;trappist;9.5;330;28/12/2015
302;White;Westmalle;;BE;trappist;7;330;03/04/2019
805;White;Zundert 8;;NL;trappist;8;330;20/03/2022
940;White;Zundert 10;;NL;trappist;10;330;17/10/2022
304;White;Achel Blond;;BE;trappist;8;330;06/04/2019
924;White;Achel Bruin;;BE;trappist;8;330;02/10/2022
251;White;Orval;;BE;trappist;6.2;330;10/11/2018
910;White;Tynt Meadow;;UK;trappist;7.4;330;15/09/2022
913;White;Tre Fontane;;IT;trappist;8.5;330;17/09/2022
939;White;Mont des Cats;;FR;trappist;7.6;330;16/10/2022
1000;White;Spencer Quadrupel;;US;trappist;10.2;330;07/12/2022
1250;White;Spencer Ale;;US;trappist;6.5;330;27/08/2023
948;White;Engelszell Benno;;AT;trappist;6.9;330;26/10/2022
959;White;Engelszell Gregorius;;AT;trappist;10.5;330;
801;White;Trappistes Rochefort tripel Extra;1899;BE;trappist;8.1;330;18/03/2022
285;White;Trappistes Rochefort 6;1899;BE;trappist;7.5;330;15/02/2019
305;White;Trappistes Rochefort 8;1899;BE;trappist;9.2;330;06/04/2019
219;White;Trappistes Rochefort 10;1899;BE;trappist;11.3;330;19/08/2018
1400;White;Trappist Westvleteren;;BE;trappist;10.2;330;11/03/2024
;Tall black;Leffe Brune;1240;BE;brown abbey;6.5;750;
;Tall black;Leffe Brune;1240;BE;brown abbey;6.5;330;
377;Tall black;Leffe Tripel;1240;BE;"blonde; tripel";8.5;750;23/09/2019
378;Tall black;Leffe Rituel 9;1240;BE;abbey;9;750;25/09/2019
;Tall black;Leffe Radieuse;1240;BE;amber;8.2;330;02/09/2017
175;Tall black;Leffe Rituel 9;1240;BE;abbey;9;250;10/04/2018
176;Tall black;Leffe Tripel;1240;BE;abbey tripel;8.5;750;
556;Tall black;Leffe Blonde;1240;BE;blonde;6.6;750;
193;Tall black;Leffe Ambrée;1240;BE;abbey amber;6.6;250;10/06/2018
199;Tall black;Leffe Mounthood;1240;BE;abbey amber;7.5;250;21/06/2018
239;Tall black;Leffe d'été;1240;BE;summer;5.2;250;20/09/2018
795;Tall black;Leffe Hiver;1240;BE;amber;6.6;330;08/03/2022
878;Tall black;Leffe Tripel;1240;BE;abbey tripel;8.5;330;03/08/2022
;Tall black;Manneken;;BE;pilsner;5;330;
669;Tall black;Tempelier;1118;BE;amber;6;330;22/07/2021
;Tall black;Gouyasse;;BE;beer;6;330;
;Tall black;Pater Lieven;1897;BE;brown abbey;6.5;330;15/04/2014
248;Tall black;Affligem;1074;BE;blonde;6.7;330;18/10/2018
;Tall black;Affligem;1074;BE;blonde;6.7;330;
;Tall black;Affligem;1074;BE;double;6.8;330;19/12/2016
200;Tall black;Gulden Draak 9000;;BE;quadruple;10.5;330;07/07/2018
593;Tall black;Gulden Draak Classic;;BE;red tripel;10.5;330;25/12/2020
594;Tall black;Gulden Draak 9000;;BE;quadruple;10.5;330;25/12/2020
262;Tall black;Judas;;BE;blonde;8.5;330;13/12/2018
263;Tall black;Waterloo;;BE;dark;8;750;13/12/2018
466;Tall black;Kwak;1791;BE;Belgian;8.4;330;19/02/2020
215;Tall black;Kwak;1791;BE;Belgian;8.4;330;07/08/2018
185;Tall black;Grimbergen Ambrée;1128;BE;amber;6.5;750;20/05/2018
202;Tall black;Grimbergen Double Ambrée;1128;BE;double amber;6.5;330;15/07/2018
1174;Tall black;Grimbergen Blonde;1128;BE;blonde;6.7;250;04/06/2023
238;Tall black;Grimbergen Heritage de l'Abbaye;1128;BE;abbey;8.5;250;19/09/2018
216;Tall black;Grimbergen Triple d'Abbaye;1128;BE;abbey tripel;8;250;11/08/2018
217;Tall black;Grimbergen Blonde;1128;BE;blonde;6.7;250;15/08/2018
218;Tall black;Grimbergen Blanche;1128;BE;wheat beer;6;250;16/08/2018
400;Tall black;Straffe Hendrik 11;;BE;quadruple;11;330;26/10/2019
925;Tall black;Straffe Hendrik 9;;BE;tripel;9;330;03/10/2022
1369;Tall black;Straffe Hendrik 2023 Wild;;BE;tripel;10;330;15/01/2024
985;Tall black;Arend;1886;BE;tripel;8;330;14/11/2022
174;Tall black;Duvel;1871;BE;beer;8.5;750;
666;Tall black;Duvel 666;1871;BE;blonde;6.66;330;07/07/2021
962;Tall black;Duvel Tripel Hop Cashmere;1871;BE;Belgian IPA;9.5;330;04/11/2022
735;Tall black;Blanche Bruxelles;;BE;white;4.5;330;29/10/2021
247;Tall black;Tongerlo Blonde;;BE;"abbey; blonde";6;330;10/10/2018
1136;Tall black;Tongerlo Bruin;;BE;"abbey; brown";6.5;330;10/04/2023
1230;Tall black;Tongerlo Tripel;;BE;"abbey; tripel";9;330;08/08/2023
415;Tall black;Sint Amatus;;BE;quadruple;10.5;330;08/12/2019
;Tall black;St. Bernardus Abt 12;;BE;abbey;10;330;19/01/2019
663;Tall black;St. Bernardus Prior 8;;BE;abbey;8;330;03/07/2021
494;Tall black;St. Bernardus Pater 6;;BE;abbey;6.7;330;23/05/2020
662;Tall black;St. Bernardus Extra 4;;BE;abbey;4.8;330;02/07/2021
;Tall black;St. Bernardus Tripel;;BE;abbey tripel;8;330;10/11/2018
527;Tall black;St. Bernardus Wit;;BE;"abbey; wheat";5.5;330;19/08/2020
1040;Tall black;St. Bernardus Christmas Ale;;BE;"abbey; Christmas beer";10;750;23/01/2023
356;Tall black;Blanche des Neiges;;BE;white;4.8;330;08/08/2019
502;Tall black;St. Feuillien Blonde;1873;BE;abbey;7.5;330;04/06/2020
833;Tall black;St. Feuillien Grand Cru;1873;BE;abbey blonde;9.5;330;30/04/2022
929;Tall black;St. Feuillien Quadrupel;1873;BE;"abbey; quadruple";11;330;09/10/2022
974;Tall black;St. Feuillien Tripel;1873;BE;"abbey; tripel";8.5;330;19/11/2022
1135;Tall black;St. Feuillien Saison;1873;BE;"abbey; saison";6.5;330;09/04/2023
531;Tall black;Forest;;BE;abbey;6.5;330;31/08/2020
243;Tall black;Cornet;;BE;blonde;8.5;330;29/09/2018
1268;Tall black;Cornet Smoked;;BE;smoked;8.5;330;16/09/2023
818;Tall black;Abbaye des Rocs;1979;BE;brown abbey;9;330;13/04/2022
815;Tall black;Aubel Triple;1907;BE;tripel;9;330;10/04/2022
1156;Tall black;Aubel Pure;1907;BE;blonde;5;330;03/05/2023
816;Tall black;La Corne du Bois des Pendus;1636;BE;blonde;5.9;330;10/04/2022
578;Tall black;Piraat;1784;BE;tripel;10.5;330;09/12/2020
579;Tall black;Piraat;1784;BE;beer;10.5;330;10/12/2020
583;Tall black;Bornem;;BE;abbey tripel;9;330;15/12/2020
585;Tall black;Bornem;;BE;abbey double;7.2;330;18/12/2020
670;Tall black;Gouden Carolus Tripel;;BE;tripel;9;330;28/07/2021
819;Tall black;Gouden Carolus Classic;;BE;strong dark;8.5;330;13/04/2022
768;Tall black;Petrus Blond;;BE;blonde ale;6.5;330;26/01/2022
796;Tall black;Omer;;BE;blonde;8;330;10/03/2022
790;Tall black;De Dochter van de Korenaar;;BE;smoky stout;7;330;05/03/2022
788;Tall black;Kerel Saison;;BE;saison;5.5;330;27/02/2022
797;Tall black;Kerel Grapefruit IPA;;BE;IPA;5;330;13/03/2022
823;Tall black;Kerel Organic Wit;;BE;wheat ale;6.6;330;15/04/2022
799;Tall black;Ardenne tripel;;BE;tripel;8.5;330;18/03/2022
804;Tall black;Tripel d'Anvers;;BE;tripel;8;330;20/03/2022
;Tall black;Strandgaper;;BE;blonde;6.5;330;
;Tall black;Delirium Tremens;1654;BE;strong pale;8.5;330;08/04/2013
811;Tall black;Delirium Nocturnum;1654;BE;strong dark;8.5;330;04/04/2022
814;Tall black;Delirium Argentum;1654;BE;amber IPA;7;330;08/04/2022
500;Tall black;Kasteel Donker;;BE;donker;11;330;01/06/2020
622;Tall black;Kasteel Blond;;BE;blonde;7;330;22/03/2021
623;Tall black;Kasteel Tripel;;BE;tripel;11;330;23/03/2021
624;Tall black;Kasteel Rouge;;BE;red;8;330;24/03/2021
812;Tall black;Kasteel Xtra;;BE;blonde;4.5;330;04/04/2022
965;Tall black;Kasteel Cuvée de Chateau;;BE;Belgian ale;11;330;08/11/2022
988;Tall black;Barista Chocolate Quad;;BE;Belgian ae;11;330;27/11/2022
;Tall black;Tripel Karmeliet;16xx;BE;abbey tripel;8.4;330;07/10/2017
855;Tall black;Bourgogne des Flandres;;BE;"red; brown";5;330;27/06/2022
856;Tall black;Voisin;;BE;saison;5;330;29/06/2022
734;Tall black;Vedett Extra White;;BE;white ale;4.7;330;29/10/2021
1215;Tall black;Vedett Extra Pilsner;;BE;pilsner;5.2;330;04/08/2023
300;Tall black;Poperings Hommelbier;;BE;pale ale;7.5;330;28/03/2019
1205;Tall black;Black Albert;;BE;royal stout;13;330;29/07/2023
876;Tall black;St. Pierre Blond;;BE;blonde;6.5;300;25/07/2022
1107;Tall black;St. Pierre Tripel;;BE;abbey tripel;8.7;300;10/03/2023
177;Tall black;La Chouffe Blond;;BE;blonde;8;330;20/04/2018
896;Tall black;Chouffe 40;;BE;blonde;5.6;330;06/09/2022
1006;Tall black;N'ice Chouffe;;BE;Christmas beer;10;330;15/12/2022
1097;Tall black;La Choufe Bok 6666;;BE;bock;6.66;330;28/02/2023
180;Tall black;Hapkin;;BE;blonde;8.5;330;11/05/2018
307;Tall black;Rince Cochon Blonde;;BE;blonde;8.5;330;06/04/2019
364;Tall black;Rince Cochon Whisky;;BE;whisky beer;8.5;750;
897;Tall black;Peak Tripel;;BE;tripel;8.5;330;06/09/2022
898;Tall black;Peak Summer;;BE;beer;4;330;06/09/2022
1068;Tall black;Peak Winter;;BE;beer;9;330;07/02/2023
976;Tall black;Ter Dolen Donker;;BE;dubbel;7.1;330;20/11/2022
1092;Tall black;Ter Dolen Tripel;;BE;tripel;8.1;330;26/02/2023
972;Tall black;De Verboden Vrucht;;BE;strong ale;8.5;330;18/11/2022
1206;Tall black;Chef Prion Saison 2023;;BE;saison ale;6.5;330;29/07/2023
830;Tall black;Enigma Hades;;BE;Imperial stout;10;330;25/04/2022
918;Tall black;Enigma Ragnaröck;;BE;blonde;5.5;330;12/09/2022
961;Tall black;Enigma Dragora;;BE;Belgian ale;7;330;03/11/2022
1368;Tall black;Enigma Tamera;;BE;tripel;9;330;14/01/2024
740;Tall black;The Wipers Times;;BE;blonde;6.2;330;04/11/2021
928;Tall black;Gerardus Dubbel;1732;BE;"abbey; dubbel";7;330;09/10/2022
504;Tall black;Troubadour Obscura;;BE;ale;8.2;330;16/06/2020
1172;Tall black;Troubadour Imperial Stout;;BE;imperial stout;9;330;31/05/2023
930;Tall black;Serafijn;;BE;stout;10;330;09/10/2022
931;Tall black;Oude Geuze Boon;;BE;lambic;7;375;09/10/2022
933;Tall black;Satan Red;;BE;amber;8;330;11/10/2022
934;Tall black;Bon Secours;;BE;amber;8;330;11/10/2022
;Tall black;Biere du Boucanier Red;;BE;red ale;7;330;
600;Tall black;Biere du Boucanier Golden;;BE;golden ale;11;330;01/01/2021
953;Tall black;Supreme Hoppy Intensive Thing (S.H.I.T.);;BE;dark IPA;13;330;29/10/2022
997;Tall black;Sjovoev;;BE;stout;13;330;04/12/2022
960;Tall black;Jupiler;;BE;beer;5.2;330;03/11/2022
978;Tall black;Maes;;BE;pilsner;5.2;250;23/11/2022
;Tall black;Stella Artois;1366;BE;beer;5;330;
178;Tall black;Hoegaarden;;BE;wheat beer;4.9;330;27/04/2018
;Tall black;Augustijn Blonde;1295;BE;abbey;7;330;
528;Tall black;Brugse Zot;;BE;beer;6;330;20/08/2020
993;Tall black;Brugse Zot Dubbel;;BE;dubbel;7.5;330;01/12/2022
;Tall black;Bush Ambrée;1769;BE;amber;12;330;04/07/2014
810;Tall black;Bush Caractère;1769;BE;amber;12;330;02/04/2022
1039;Tall black;Bush de Noël;1769;BE;christmas beer;12;330;21/01/2023
909;Tall black;Bush Triple;1769;BE;tripel;10.5;330;14/09/2022
977;Tall black;Bush Pêche Mel';1769;BE;flavoured;8.5;330;22/11/2022
986;Tall black;Bush Fram';1769;BE;flavoured;8.5;330;26/11/2022
503;Tall black;Mongozo;;BE;pilsner;5;330;05/06/2020
963;Tall black;Bertinchamps Triple;;BE;tripel;8;330;04/11/2022
998;Tall black;Invidia;;BE;chocolate stout;10;330;06/12/2022
999;Tall black;Lindemans Pecheresse;;BE;fruit lambic;2.5;250;06/12/2022
1001;Tall black;Préaris Quadrupel;;BE;quadruple;10;330;10/12/2022
1116;Tall black;Préaris Quadrocinno;;BE;quadruple;10;330;23/03/2023
746;Tall black;Liefmans Kriek Brut;;BE;Kriek;6;330;24/11/2021
1036;Tall black;Liefmans On the Rocks;;BE;fruit beer;5;330;16/01/2023
1063;Tall black;Miss Lucie;;BE;blonde;8;330;04/02/2023
1065;Tall black;Bootjesbier;;BE;amber;7;330;04/02/2023
1067;Tall black;Seef;;BE;beer;6.5;330;06/02/2023
1104;Tall black;Super Cadix;;BE;pilsner;5.6;330;07/03/2023
1057;Tall black;Sancti Adalberti Abdijbock;;BE;"abbey; bock";6.5;330;02/02/2023
1078;Tall black;Sancti Adalberti Pastorale;;BE;abbey;8;330;13/02/2023
1079;Tall black;Sancti Adalberti;;BE;"abbey; blonde";5.7;330;14/02/2023
1073;Tall black;Fourchette;;BE;tripel;7.5;330;10/02/2023
1094;Tall black;Nachtraaf Quadrupel;;BE;quadruple;10;330;27/02/2023
1105;Tall black;Nachtraaf Tripel;;BE;tripel;8;330;07/03/2023
1031;Tall black;Clash of the Titans Reserve;;BE;unfiltered;12;330;10/01/2023
1197;Tall black;Abbaye d'Auline Ambrée;;BE;abbey;6;330;08/07/2023
1119;Tall black;Victoria;1695;BE;Belgian;8.5;330;25/03/2023
1131;Tall black;Tripel LeFort;1854;BE;blonde;8.8;330;08/04/2023
574;Tall black;Duchesse de Bourgogne;;BE;amber;6.2;330;04/12/2020
1140;Tall black;Duchesse Chocolate Cherry;;BE;cherry ale;6.8;250;11/04/2023
1137;Tall black;Luvanum Blond;;BE;blonde;7.2;330;03/04/2023
1138;Tall black;Luvanum Wintertijd;;BE;winterbeer;8;330;03/04/2023
1139;Tall black;Luvanum We Love Hop;;BE;BIPA;8;330;03/04/2023
1300;Tall black;Val-Dieu Excellence 2023;;BE;tripel;12;750;21/10/2023
886;Tall black;Val-Dieu Triple;;BE;abbey tripel;9;330;25/08/2022
1377;Tall black;Val-Dieu Triple;;BE;abbey tripel;9;750;26/01/2024
1243;Tall black;Val-Dieu Blonde;;BE;"abbey; blonde";6;330;20/08/2023
1248;Tall black;Val-Dieu Cuvée 800;;BE;abbey;5.5;330;25/08/2023
1166;Tall black;Val-Dieu Cuvée 800;;BE;abbey;5.5;750;20/05/2023
1173;Tall black;Val-Dieu Grand Cru;;BE;abbey;10.5;750;03/06/2023
1267;Tall black;Val-Dieu Brune;;BE;"abbey; brown";8;330;13/09/2023
1332;Tall black;Val-Dieu Noël;;BE;"abbey; Christmas beer";7;330;27/11/2023
1380;Tall black;Val-Dieu Noël;;BE;"abbey; Christmas beer";7;750;02/02/2024
973;Tall black;Brussels Beer Project Babylone;;BE;bread IPA;7;330;18/11/2022
1225;Tall black;Brussels Beer Project Babylone New Edition;;BE;CIPAwB;5.5;330;05/08/2023
1211;Tall black;Brussels Beer Project Delta IPA;;BE;SIPA;6;330;04/08/2023
1218;Tall black;Brussels Beer Project Tripel Bertha;;BE;"tripel; blanche";7.5;330;05/08/2023
1226;Tall black;Brussels Beer Project Jungle Joy;;BE;fruit ale;5.9;330;05/08/2023
1212;Tall black;Jambe-de-Bois;;BE;tripel;8;330;04/08/2023
1213;Tall black;Taras Boulba;;BE;ale;4.5;330;04/08/2023
1214;Tall black;Zinnebir;;BE;pale ale;5.8;330;04/08/2023
1216;Tall black;Bersalis tripel;1882;BE;tripel;9.5;330;04/08/2023
1217;Tall black;Heeren;;BE;beer;4.8;330;05/08/2023
1219;Tall black;Epervier;;BE;IPA;7;330;05/08/2023
1220;Tall black;Urine;;BE;DIPA;7;330;05/08/2023
1221;Tall black;Gordon Scotch Ale;1909;BE;ale;8;330;05/08/2023
1209;Tall black;St-Michel Blonde;;BE;"abbey; blonde";6;330;04/08/2023
1210;Tall black;St-Michel Brune;;BE;"abbey; brown";6.5;330;04/08/2023
1223;Tall black;Tête De Mort Triple;;BE;tripel;8.1;330;05/08/2023
1224;Tall black;Fumaça;;BE;"smoky; dubbel";7.9;330;05/08/2023
1207;Tall black;Armout Macleod;;BE;scotch;9.5;330;30/07/2023
1162;Tall black;Cuvée des Trolls;;BE;beer;7;330;12/05/2023
1321;Tall black;Moesjike Tripple;;BE;tripel;8.5;330;02/11/2023
1322;Tall black;Moesjike Magniac;;BE;flavoured;6.9;330;02/11/2023
1167;Tall black;Stassen;;BE;cider;7.4;750;20/05/2023
;Tall black;Brigand;;BE;beer;9;330;
1401;Tall black;Eifel Beer Myday;;BE;beer;6.5;330;11/03/2024
1118;Tall black;Rodenbach Fruitage;;BE;cider;3.9;250;25/03/2023
1190;Tall black;Rodenbach Fruitage;;BE;cider;3.9;250;02/07/2023
1191;Tall black;Lindemans Kriek;;BE;lambic;3.5;250;02/07/2023
1245;Tall black;Lindemans Faro;;BE;lambic;4.5;250;22/08/2023
1233;Tall black;Brein Storm H20 + NaCl;;BE;tripel;8;330;14/08/2023
1234;Tall black;Brein Storm;;BE;blonde;6;330;15/08/2023
1235;Tall black;Puffin Brewery Ðingvellir V2;;BE;IIPA;7.2;330;16/08/2023
1244;Tall black;Puffin Brewery Jólasveinar;;BE;Imperial milk stout;9.5;330;21/08/2023
1246;Tall black;De Rechter Richt Honey?!;;BE;honey;9.5;330;22/08/2023
1365;Tall black;De Rechter Dracarys;;BE;tripel;10;330;13/01/2024
1274;Tall black;Mort Subite lambic kriek;;BE;lambic;4.5;250;27/09/2023
1275;Tall black;Mort Subite lambic blanc;;BE;lambic;5.5;250;27/09/2023
1247;Tall black;Ultima Whisky Barrel Aged 2022;;BE;barrel aged;7;330;23/08/2023
1272;Tall black;Ultima Rum-Oaked;;BE;barley wine;10;330;22/09/2023
1379;Tall black;Riebedebie;;DE;tripel;9;330;31/01/2024
1280;Tall black;Triporteur from Heaven;;BE;blonde;6.2;330;01/10/2023
1324;Tall black;Triporteur from Hell;;BE;porter;6.6;330;10/11/2023
1391;Tall black;Triporteur Full Moon;;BE;oaked;10.2;330;23/02/2024
;Tall black;Kapittel Dubbel;;BE;abbey;7.5;330;
672;Tall black;Kapittel Pater;;BE;abbey;6;330;06/08/2021
1292;Tall black;Kapittel Tripel Abt 10°;;BE;abbey;6;330;07/10/2023
1296;Tall black;Kapittel Prior 9°;;BE;abbey;6;330;15/10/2023
;Tall black;St. Stefanus Blonde;1295;BE;abbey;7;330;04/04/2017
835;Tall black;St. Stefanus Blonde;1295;BE;abbey;7;330;03/05/2022
1041;Tall black;St. Stefanus Grand Cru;1296;BE;abbey;9;750;24/01/2023
;Tall black;Gentse;;BE;tripel;;330;
828;Tall black;Cuvée Clarisse Whisky Infused;1743;BE;strong ruby;10.2;330;24/04/2022
1390;Tall black;Cuvée Clarisse Rum Liquor Infused;1743;BE;strong dark;11.2;330;18/02/2024
401;Tall black;Gruut Inferno;;BE;tripel;9;330;26/10/2019
1392;Tall black;Gruut Amber;;BE;amber;5.9;330;27/02/2024
1381;Tall black;Bavo;;BE;blonde;7.2;330;03/02/2024
1383;Tall black;Jan van Eyck;;BE;tripel;8;330;11/02/2024
1387;Tall black;Brugge Cornelius;;BE;blonde;6.7;330;13/02/2024
1393;Tall black;Charles Quint;;BE;blonde;8.5;330;29/02/2024
1395;Tall black;3 Schténg;;BE;amber;6;330;06/03/2024
1282;Tall black;Hop Pug FR Brandy;;BE;barrel aged;11;330;03/10/2023
1398;Tall black;Hop Pug Red Wine;;BE;barrel aged;11;330;09/03/2024
